match_id,blue_win,blue_champ_1,blue_item_1_0,blue_item_1_1,blue_item_1_2,blue_item_1_3,blue_item_1_4,blue_item_1_5,blue_item_1_6,blue_champ_2,blue_item_2_0,blue_item_2_1,blue_item_2_2,blue_item_2_3,blue_item_2_4,blue_item_2_5,blue_item_2_6,blue_champ_3,blue_item_3_0,blue_item_3_1,blue_item_3_2,blue_item_3_3,blue_item_3_4,blue_item_3_5,blue_item_3_6,blue_champ_4,blue_item_4_0,blue_item_4_1,blue_item_4_2,blue_item_4_3,blue_item_4_4,blue_item_4_5,blue_item_4_6,blue_champ_5,blue_item_5_0,blue_item_5_1,blue_item_5_2,blue_item_5_3,blue_item_5_4,blue_item_5_5,blue_item_5_6,red_champ_1,red_item_1_0,red_item_1_1,red_item_1_2,red_item_1_3,red_item_1_4,red_item_1_5,red_item_1_6,red_champ_2,red_item_2_0,red_item_2_1,red_item_2_2,red_item_2_3,red_item_2_4,red_item_2_5,red_item_2_6,red_champ_3,red_item_3_0,red_item_3_1,red_item_3_2,red_item_3_3,red_item_3_4,red_item_3_5,red_item_3_6,red_champ_4,red_item_4_0,red_item_4_1,red_item_4_2,red_item_4_3,red_item_4_4,red_item_4_5,red_item_4_6,red_champ_5,red_item_5_0,red_item_5_1,red_item_5_2,red_item_5_3,red_item_5_4,red_item_5_5,red_item_5_6
EUN1_3881844368,0,17,3020,3115,6653,3118,3089,4630,3340,421,3161,6631,3111,3053,3071,3133,3364,517,3152,3157,3089,3158,4645,4633,3340,145,3006,3032,3036,3031,3046,3072,3363,412,3109,3190,3107,3876,3110,3158,3364,48,3091,3078,3174,3153,3181,3075,3340,245,3100,3152,3089,3916,3135,3175,3364,103,3157,3118,3020,4645,1058,1058,3340,222,3036,3031,3085,6672,3026,3172,3363,53,2065,3869,3170,3050,2502,6660,3364
EUN1_3881739449,0,24,3153,3073,3173,3026,3078,6610,3340,75,6676,3078,3170,3065,6665,3075,3340,63,3116,3157,3175,6653,3145,1058,3364,51,3031,3072,6672,3006,3144,3156,3363,54,3871,3084,3083,3075,3047,6660,3364,48,3074,3153,3078,3181,3047,3075,3340,9,3118,3157,3020,6653,4645,3089,3330,38,3157,3020,3040,6657,3118,1058,3340,21,6676,3036,3031,6697,3072,3814,3340,50,3157,6653,3118,3116,3009,2502,3364
EUN1_3881714673,1,36,2422,3076,1029,3084,3083,1054,3340,107,6698,3142,3123,3158,0,0,3340,101,3040,6655,3020,0,1056,0,3340,202,1055,6676,3009,3031,3035,0,3340,111,2055,3876,3190,3075,1001,0,3364,48,3047,3078,0,0,1055,0,3340,19,0,3153,3111,0,0,0,3340,84,4646,1001,1054,3145,0,0,3340,51,1055,6676,1001,3144,3086,0,3340,26,3876,2065,2031,3158,3108,2022,3364
EUN1_3881650447,1,36,1031,3748,3084,3009,3083,3066,3340,19,6631,3153,3174,3076,1031,0,3364,103,4645,3118,3020,1056,1058,0,3340,29,3086,3032,3006,3031,3144,0,3340,117,3504,3171,6617,3870,4642,0,3364,92,6692,3047,1054,3071,1036,0,3340,24,3078,6333,3153,3047,0,0,3340,142,3100,3020,3157,6655,1082,0,3340,145,6672,3124,1055,3006,3302,1036,3340,89,3876,3075,3047,1011,1031,1011,3364
EUN1_3881326441,1,98,2031,1054,3084,3174,3068,3076,3340,104,6676,6697,6670,3174,3031,0,3340,38,3040,3118,3041,6657,3175,1058,3340,901,1055,3094,6697,3031,3158,0,3363,161,2031,3871,3175,6655,4628,3145,3364,24,1054,2421,3047,6610,3078,0,3363,11,6672,3153,3006,1043,1057,1042,3364,34,6657,3020,3040,3118,2508,3147,3340,498,3508,3006,6675,3031,3144,1036,3340,497,2065,3107,3190,3876,3158,3113,3340
EUN1_3881286995,1,6,3748,3071,3174,2021,1055,1028,3340,32,3068,6653,3173,8020,0,0,3364,131,3175,3100,2421,4646,4645,1058,3340,42,3078,3006,3042,6676,1018,0,3340,11,3869,3172,3153,6672,1036,0,3364,777,1055,3006,3153,3032,3031,1037,3340,141,1028,6699,2055,3047,3071,1036,3340,800,1056,2503,3020,4628,4645,0,3340,51,3036,6676,3006,3031,0,0,3340,99,3871,6655,3020,4646,1058,2055,3364
EUN1_3881253322,1,157,3153,3006,6673,6672,3031,0,3340,106,6675,3078,3174,3075,0,0,3364,103,3118,3175,4645,3089,4630,1026,3340,51,1055,3172,6676,3031,3094,3036,3363,350,3870,3222,3107,3108,3504,4642,3364,897,1054,6662,3047,2502,1031,1057,3340,904,6610,3078,3047,6333,3053,1029,3340,777,1038,3153,3006,6673,3031,6333,3340,21,3031,3142,6676,3006,3036,3144,3340,518,3871,6655,3020,4646,4645,0,3364
EUN1_3880882230,0,897,6665,2504,3111,2502,1057,3066,3340,799,3158,6610,6698,6692,3814,3133,3364,517,1056,3152,3020,4645,4633,1052,3363,29,3032,6676,3031,3006,3144,1042,3340,25,3871,2421,6653,2503,3158,0,3364,50,3157,2503,3174,3116,6653,0,3340,32,3068,6653,3174,3075,8020,0,3340,84,4645,4646,3089,3175,3113,3057,3340,110,1055,3153,3172,3302,3134,6690,3340,267,3871,6617,3171,0,4642,3504,3364
EUN1_3880860940,0,6,3075,3071,3053,3174,6665,2021,3363,64,6692,3111,3071,1033,1036,0,3340,517,1056,2031,3152,1001,2022,0,3340,523,2031,1055,3032,1001,1018,0,3340,245,3869,3157,1058,3100,4645,3175,3340,11,1055,3153,3748,1001,1037,1043,3340,54,3047,3118,3068,3075,2021,3044,3340,55,1026,3100,3020,4645,3089,4630,3340,901,3078,3161,2055,3158,3086,0,3340,27,3876,2065,3002,3116,3009,0,3364
EUN1_3880813307,0,875,6631,3071,3047,2501,0,0,3340,904,3006,3078,3153,6610,0,0,3340,157,1055,3172,3153,6673,1018,0,3340,67,3124,3153,3172,3302,1028,1028,3340,99,3871,1029,3175,6655,4645,3118,3364,122,3047,3075,6631,3066,1031,1028,3340,91,6696,3142,3158,6701,3133,3035,3364,84,1058,3157,3152,3020,4645,4646,3364,222,1055,3006,3032,3031,3085,3035,3340,89,3869,3190,3047,2055,3075,3082,3364
EUN1_3880244557,1,875,6631,2501,3053,1055,3047,3066,3340,141,3071,6692,3174,6333,0,0,3340,39,3173,3153,1055,3091,6672,3155,3364,222,1055,3032,3172,3031,3085,1036,3340,111,3869,2031,3190,3076,3173,1031,3364,82,1056,3047,3116,4633,3075,1029,3340,24,6610,3078,3111,1052,1029,1052,3340,8,3089,3916,3067,3158,1082,4629,3340,202,1055,6676,1036,3009,3094,1036,3340,267,3871,3158,4005,6617,1052,0,3364
EUN1_3880213032,1,875,6631,1037,3047,2501,3181,2021,3340,950,6692,3158,3161,3071,2019,3133,3340,55,3115,3157,4633,3089,0,3175,3364,202,2055,6676,3036,3031,3170,0,3363,111,3869,3068,3173,3110,1028,0,3364,420,3071,1055,3047,6662,3133,1028,3340,266,6333,6699,1037,3047,1036,6610,3364,61,4630,4628,3089,3158,2503,0,3364,119,3094,3072,1018,6676,1038,3047,3363,101,3020,3871,4628,0,3070,6655,3364
EUN1_3880195307,0,82,3116,3161,3073,6653,3047,0,3363,54,3068,2504,3075,6665,0,3047,3340,238,6692,6694,3158,6699,0,0,3363,222,6672,3006,3032,3031,3036,0,3340,267,4005,6617,3871,4642,2055,3158,3364,122,6631,3742,3173,1055,4401,1036,3340,121,3171,3142,6701,6694,3134,1036,3364,127,3157,3175,3118,4645,4630,0,3363,18,3036,3032,3172,3031,3086,1042,3363,412,3876,3075,1033,3084,3174,1006,3364
EUN1_3880010593,0,86,6631,3071,3742,3047,6333,3075,3340,141,3142,6697,3013,3814,6694,6696,3340,99,3089,3157,6655,3020,4646,4628,3340,21,3142,6676,6694,3026,3031,3009,3340,143,4645,2503,6653,3116,3118,3871,3364,122,4401,3053,6631,6333,3078,3174,3340,950,6697,6698,3171,6696,6694,3026,3340,517,3152,3157,3175,4633,3089,4645,3340,51,3031,6673,3094,3036,3026,3172,3363,25,3871,3157,6653,3171,4628,3137,3340
EUN1_3879993592,0,82,1056,3116,3174,3075,6653,3108,3340,141,3071,6692,3174,3161,3134,2021,3340,238,6697,3171,6699,3814,3133,1036,3364,119,3031,3072,6676,3172,3036,0,3340,267,3870,2065,3158,3504,6617,3067,3364,2,6631,3153,6333,3111,1055,2021,3340,75,6610,3066,1031,3047,3078,1028,3364,99,1058,4645,3157,1058,6655,3020,3363,29,3102,1058,3115,3089,1082,3009,3340,80,3877,3158,6610,6609,6333,1029,3364
EUN1_3879969161,1,875,6631,3071,3181,3173,2501,3053,3340,121,3077,3142,3814,3171,6694,6701,3364,131,3089,3175,3157,4646,4645,3100,3340,360,3072,6676,3174,6673,3036,3031,3340,25,3871,3157,3171,6653,3135,3145,3364,238,6692,6699,3158,6694,3814,6696,3340,35,3142,6698,3006,3031,6699,6676,3340,54,6665,3047,3068,3075,2504,2502,3340,21,3142,6676,3026,3031,6694,3072,3340,89,3190,3107,3877,3047,3075,3109,3364
EUN1_3879951675,1,36,3083,3748,3047,1054,3084,0,3340,19,6631,0,1029,3047,3153,3076,3364,105,3175,6655,3157,1052,3100,0,3340,804,1055,6672,3006,3031,3085,0,3340,53,3869,3190,2031,3076,3013,3110,3364,420,3075,1029,1033,3071,1001,0,3340,11,1037,6672,3111,3153,1052,0,3340,238,1055,6699,3158,3814,0,0,3340,21,3142,3035,1055,3006,3072,3123,3340,235,3877,3071,3009,1038,1037,0,3364
EUN1_3879794842,1,875,6631,2501,1055,3071,3066,3047,3340,36,3742,3084,3170,3065,3076,0,3340,268,1056,2421,3041,3020,4645,3115,3363,81,3078,3004,1037,3171,1055,2021,3340,50,3175,3157,3871,6653,0,0,3364,58,1055,3071,3076,3111,6660,1031,3340,234,3111,6672,6676,6670,0,0,3340,80,1055,3814,6610,3161,3158,0,3340,29,3085,3036,6676,3006,1055,1036,3340,99,3871,6655,3020,4646,3145,0,3364
EUN1_3879775529,1,19,1055,3153,1001,1029,0,0,3340,233,1103,3153,1001,3044,2055,0,3340,105,1056,3100,3145,3158,1082,1058,3340,804,3153,0,0,3006,0,0,3340,432,3147,3877,1052,2422,0,0,3364,904,2031,3078,1001,0,1055,0,3340,48,1102,3078,2055,3076,0,2422,3340,238,1055,1036,2020,3158,1036,0,3340,110,1055,0,2010,1043,1053,3006,3340,267,3871,3158,2055,2022,4642,0,3364
EUW1_7662071708,0,92,6333,6696,3035,3158,6610,3133,3340,245,3100,3157,4645,3020,3089,3115,3340,133,3087,6698,3814,3031,3013,6670,3364,145,3157,6672,3124,3115,3302,3006,3363,89,2055,3107,3190,3869,1057,3047,3364,54,2504,3174,3075,3110,3068,6665,3340,266,3174,6699,6610,6333,3053,1036,3364,134,4645,6655,3175,4646,4630,1026,3363,236,3036,3508,6675,3031,3174,1053,3340,902,3870,6620,2065,6617,3158,0,3364
EUW1_7662001378,1,777,3031,3153,3006,6673,1029,0,3340,245,3020,3157,3041,3089,3100,3115,3340,4,3094,3157,3100,6657,1082,3009,3340,145,6672,3157,3089,3124,3115,3006,3363,16,3870,3158,2065,3504,6617,6621,3364,83,3075,3174,3161,6694,3078,3067,3363,233,3075,3047,0,6333,3153,3071,3364,101,1056,3175,4628,4645,3089,6655,3340,222,3144,3032,3006,3031,3085,3086,3340,25,3871,3157,3170,6653,3916,0,3364
EUW1_7661937649,0,236,3153,3111,1038,3508,6675,1018,3340,54,4645,4646,3118,3171,1058,1058,3364,55,1054,3302,1033,6672,3174,3153,3363,110,4645,3115,4646,3175,3089,3108,3363,7,3916,3175,3871,4646,1058,3145,3364,85,1058,3157,3020,4645,1058,3152,3340,234,3036,6672,3111,6676,6670,0,3364,4,6672,3006,3031,3302,3124,1043,3364,50,2421,1058,3116,3020,3118,6653,3340,44,3876,3107,3190,3111,3121,2055,3364
EUW1_7661873721,0,893,1056,6655,4645,3020,1058,1058,3340,19,3155,3153,3111,6333,3133,0,3364,711,3157,6655,3020,1082,3145,1058,3364,222,1055,3036,3006,3032,3031,1018,3363,555,3869,3013,3179,3142,3814,2055,3364,11,3153,3124,3748,1055,0,1001,3340,427,6617,2055,3171,1082,3802,3107,3364,56,1055,6698,3042,3111,6676,6696,3340,202,1055,3170,6676,3094,3031,3036,3363,99,3871,6655,4646,1058,3171,1082,3364
EUW1_7661798279,0,92,3071,6610,3158,2019,1036,0,3340,106,6610,3076,3078,3742,3158,0,3364,105,4630,6655,3020,4645,3089,0,3340,236,1055,3508,6675,3158,3031,0,3340,25,3871,3157,1052,3158,6653,2022,3364,78,3065,3121,3174,6610,2502,3057,3340,141,3071,6692,3111,3075,3211,0,3364,99,1056,3118,3175,4646,3089,0,3340,202,6676,3031,3036,0,3094,3170,3340,43,3107,3870,3171,6617,1004,0,3364
EUW1_7661730794,0,126,3158,3042,3142,6694,2021,1036,3363,238,3171,6692,3071,3161,2021,1036,3364,31,4633,3152,3009,3742,2502,1029,3340,81,3042,3074,3161,3078,1001,0,3340,111,3876,3190,3075,3050,3047,0,3364,92,3156,6694,6696,6610,6333,3158,3340,254,3053,0,6692,3047,0,3071,3364,103,3020,3100,3089,4630,2503,3108,3364,67,3006,6672,3124,3073,1028,1055,3363,16,3114,3107,3870,6617,3114,3158,3364
EUW1_7661675458,0,887,1056,3047,2031,3115,4633,1058,3340,91,3142,6696,6701,3009,3134,2021,3364,157,3006,3153,1055,6673,1018,1037,3340,21,3179,6676,3009,3123,3035,0,3340,142,3869,6655,3020,3916,3067,1026,3364,875,3161,6631,1053,2021,1028,3111,3340,36,3084,3083,3174,3076,2502,0,3364,90,3175,3118,2421,6653,1058,0,3340,51,1055,3031,1018,6676,3006,0,3340,78,3877,3107,3742,3174,0,0,3364
EUW1_7661605944,0,50,3173,3157,2503,3116,3067,3916,3340,91,3142,6696,6701,3171,6694,2021,3364,238,6692,3814,3173,3071,3161,1036,3340,110,3073,3153,3172,3124,3302,1011,3363,43,6620,3870,6617,3171,6621,0,3364,517,1058,3157,4633,3916,3158,3152,3340,113,3075,3068,3084,2502,3047,3211,3364,54,3118,3157,3020,4646,4645,1058,3340,81,3161,3078,3158,3042,3032,6610,3340,267,3870,4005,3504,3158,6617,3067,3364
EUW1_7661331225,1,14,1054,3068,3047,3105,0,0,3340,76,1102,3100,3020,3145,3108,0,3364,61,3070,1056,2503,3158,0,0,3340,21,1055,1083,3072,3009,1037,3134,3340,555,3869,3179,3176,3134,0,0,3364,92,1055,6696,3158,2021,2022,0,3340,246,1102,3142,2422,1036,1036,0,3340,31,1056,3152,3009,0,1082,0,3364,429,1055,3006,3153,1043,0,0,3340,53,2031,3067,3869,3009,1029,1033,3364
EUW1_7661274116,1,92,6333,6694,6696,3158,6610,3155,3340,24,6610,3157,3111,3078,3091,2019,3340,134,3157,3041,3020,4645,3040,3089,3363,22,1055,3153,3006,3032,3031,3044,3340,99,3871,6655,3020,4646,3145,0,3364,11,3124,3748,3153,3172,0,0,3340,63,6653,2421,3116,3145,3175,0,3364,131,3102,3157,4646,4645,3175,1058,3340,804,3172,3036,1057,3031,6672,3085,3363,350,3107,3870,2055,3114,3504,6617,3364
EUW1_7659300639,1,19,3009,3153,6631,3065,1028,1055,3340,131,6653,3152,3020,1052,1029,0,3364,517,2031,3152,1058,3158,4633,1082,3364,360,1018,6676,3035,6673,3174,0,3363,89,3877,3190,3173,1011,1028,0,3364,82,1056,3116,3047,3076,3147,0,3340,9,6653,0,3157,3020,0,0,3330,55,1054,6672,3153,0,1001,0,3340,202,2031,3009,6676,1055,3035,3123,3363,25,3157,0,3871,2003,0,1001,3364
EUW1_7659146461,1,85,4646,3916,3175,3181,3087,3152,3340,77,3074,3073,3173,3078,1029,0,3364,90,4630,2503,3175,3157,3116,6653,3363,18,3031,3032,3172,6675,3033,3026,3340,16,6617,3107,3876,3504,3171,1006,3364,517,3089,3157,1028,4633,3111,3152,3340,32,3068,6653,3111,3075,8020,1029,3364,80,1054,3142,3156,3111,6610,3814,3363,21,3142,6676,3031,3036,3009,3072,3363,26,3869,3107,2065,3158,3916,4005,3364
EUW1_7659077370,0,50,1056,2503,3111,6653,3116,1058,3340,126,3042,3142,6701,3156,3171,1036,3364,157,6673,3153,3006,1055,1037,0,3364,901,1055,3171,3078,3161,2055,0,3340,223,3876,2055,2502,1029,1001,3084,3364,54,1056,3111,6664,2502,1031,1011,3340,904,3047,6610,3078,6333,2021,2021,3340,131,1056,3157,4645,4646,3020,0,3340,145,6690,6672,3006,3124,3115,3302,3340,89,3876,3190,0,3107,3109,3047,3364
EUW1_7659019290,1,901,3161,3508,3070,3009,3086,3144,3340,17,3020,3118,6653,3802,2508,1042,3340,777,1053,1038,3032,3031,3047,3211,3340,21,1055,3072,3009,3508,3031,1036,3340,7,3871,6655,3020,1058,4646,3041,3364,83,6694,3078,6692,3161,3173,1029,3340,104,6676,3174,2055,3142,3035,1036,3340,711,4646,6655,3020,1029,4645,1052,3340,222,3006,3085,3032,1055,1037,0,3340,555,3107,2504,3134,3869,2422,1036,3364
EUW1_7658960246,0,875,3071,6631,3047,3053,1033,0,3340,904,3074,6333,3174,3153,0,0,3340,105,3089,3157,1001,3100,0,0,3363,22,1055,3172,3032,3046,3036,0,3340,902,3870,6620,3504,0,2055,3171,3364,92,6333,6696,3158,3133,6610,3035,3340,77,3742,6653,3009,3065,6665,3076,3364,1,1056,3118,3020,4646,4645,1058,3340,222,3033,0,6672,3006,3085,0,3340,201,3876,3190,0,3109,3047,0,3364
EUW1_7658910124,0,904,3133,3078,2031,3111,6610,2019,3340,57,3121,6653,3067,3075,1006,3047,3340,13,1056,3040,3020,6657,3089,4630,3363,222,3032,3085,3031,3036,6690,3006,3363,161,3871,3158,3118,3145,4628,1058,3364,113,3084,3121,3173,2502,3116,1011,3340,234,6672,3172,6676,3026,3035,1018,3340,103,1056,2503,2421,3089,3175,0,3363,51,3035,6676,3172,3032,3031,3123,3340,89,3869,3109,3190,3173,1057,3211,3364
EUW1_7658873492,0,85,1055,3157,4645,0,3020,3152,3340,246,6698,6701,2422,1036,1036,0,3364,103,4645,3118,1058,0,3020,0,3364,81,3078,3042,3158,1028,0,1055,3340,432,3877,3009,3742,2508,0,0,3364,133,6698,6676,3176,3087,1055,3035,3340,122,3142,3152,3170,3065,6692,0,3364,8,1082,3152,3158,4628,3108,0,3364,110,1055,3142,3042,3171,1028,3134,3363,902,3870,3171,6620,6617,2055,3067,3364
EUW1_7658779480,1,92,3156,6696,3158,6610,6333,6694,3340,56,3073,6631,3158,6609,3026,3071,3364,800,3157,3089,3102,2503,3135,4645,3363,236,3031,3508,3158,3036,6675,3072,3340,526,3869,3143,3047,3050,1057,8020,3364,83,3174,6694,3181,6698,6692,3156,3363,20,2504,3041,3075,3174,6653,3089,3364,143,3075,3175,3165,3802,3116,6653,3364,222,3172,3032,3031,3085,3036,3072,3340,89,3047,3869,3190,3109,3075,3068,3364
EUW1_7658735203,0,92,1055,6696,3158,6610,3133,1037,3340,32,6660,3147,3047,3075,1028,1033,3340,777,3006,3153,6670,1037,0,1054,3340,145,3124,1043,3108,3006,1055,3153,3363,117,0,3871,3107,3158,2031,2420,3364,904,1055,3078,2021,3047,1011,0,3364,33,2502,3174,3075,3068,1028,1028,3364,142,4645,6655,3175,1058,1058,0,3340,222,3032,3006,3031,1055,3046,1036,3363,25,6653,3871,2421,3171,0,0,3364
EUW1_7661240598,0,105,1054,3158,3078,3161,1028,0,3340,950,1037,6697,6692,3044,3047,1028,3364,103,3089,1082,3118,3020,3145,0,3340,804,3046,1036,0,6672,3006,1036,3340,80,3877,3179,3133,1036,3013,1037,3364,8,1056,2420,3158,4628,3089,1082,3340,64,6692,2055,6698,2021,0,3111,3340,238,6699,3142,3111,6696,0,0,3340,67,6672,3124,1031,3172,1057,3091,3340,16,3870,3190,3171,6617,3114,2022,3364
EUW1_7661185112,0,904,3053,3078,6610,3111,0,0,3340,56,6631,3073,3071,3047,2021,1037,3363,8,4628,3158,3152,4629,1058,0,3340,901,3026,3508,3158,3161,6673,0,3340,555,3877,3142,3013,3179,3814,2019,3364,82,1056,4633,3075,3047,3116,3147,3340,64,6692,2021,6698,3174,6610,1028,3340,90,1056,6653,3916,2503,3175,3089,3340,236,1038,3031,3033,3171,6675,3508,3363,201,3876,3190,3109,3174,3075,0,3364
EUW1_7660646709,1,238,3044,6698,6699,3111,6692,3161,3364,59,6694,6698,6696,3173,3814,2019,3364,50,6653,3116,2420,2503,1082,3173,3364,222,1055,3032,3031,3172,3085,3036,3363,427,1028,0,3870,3118,6617,3171,3364,23,1038,6698,3006,6676,3031,2019,3340,32,3068,1029,6653,3076,1028,3047,3364,41,1055,3009,3078,6676,3033,0,3340,901,1055,3508,0,3009,3094,3161,3363,143,3871,6653,3165,3020,1052,1027,3364
EUW1_7660438081,0,10,1055,3115,3009,3089,3145,0,3363,131,3152,4633,1052,3020,1028,1052,3340,157,1055,3153,3031,1018,0,3111,3364,145,1055,6672,3124,3006,3051,1043,3340,101,3871,6655,3020,3108,3108,1026,3364,31,1056,3152,3170,4633,1033,1029,3340,245,4645,3152,3157,2422,1058,1058,3340,238,6692,2021,3158,6699,6696,3134,3364,236,6675,3508,3047,6676,3031,2055,3363,89,3107,3876,1033,3173,3067,1029,3364
EUW1_7654379492,1,36,3083,3065,3075,3111,2501,0,3340,113,6665,3084,2502,3047,3082,3024,3340,517,3089,3157,3152,4633,0,3158,3364,21,1055,3072,6676,3009,3031,3035,3340,99,3871,6655,4646,3158,4628,1058,3364,17,3147,3175,6653,3118,3108,3916,3340,254,3071,3153,3174,6610,1037,0,3364,90,3116,2503,6653,3175,3089,3135,3340,67,3143,3124,6672,3153,3173,3091,3363,43,3171,3118,3871,3165,6653,0,3364
EUW1_7654282421,0,266,3035,3047,3161,6699,6333,3053,3340,904,6610,6631,3047,6333,3053,2021,3364,131,3157,1058,3152,3089,3047,4633,3363,222,3036,3032,3072,3085,3031,3046,3340,902,3870,3107,4643,3504,3158,6620,3364,39,2019,3153,3047,6672,3033,3181,3340,5,3071,6610,3174,6333,3075,0,3364,103,3175,6655,4646,4645,4628,3089,3340,51,1038,6676,3172,3031,3094,3036,3363,25,3871,2503,3157,3175,6653,4645,3364
EUW1_7654248544,0,83,1054,3047,3057,1036,1042,3044,3340,234,1102,3153,3134,3047,0,0,3364,8,4628,1056,3158,0,0,0,3340,81,1055,3158,3070,3078,1036,1036,3340,111,3869,3190,2031,3009,2055,0,3364,157,1055,3153,1036,3006,0,0,3340,904,0,3153,1042,3047,1036,0,3340,517,3158,1082,3152,1056,1052,3147,3340,22,1055,3006,6672,1018,1042,1042,3340,44,3158,3869,3067,3070,2055,3190,3364
EUW1_7654039817,0,41,3033,3078,3031,3009,6676,6670,3340,517,3157,3152,4633,1058,1058,3020,3364,777,6673,3153,2019,3006,3046,3031,3363,901,3508,3094,3031,1038,3033,3009,3363,25,3871,3157,6653,3158,3107,1052,3364,14,3053,3142,6696,3170,6701,3031,3340,266,3173,6610,6692,3161,3053,2019,3364,69,6657,3040,3116,6653,3089,2022,3340,804,3172,3031,3046,6672,6673,3026,3363,117,3870,3504,3107,6617,3114,3171,3364
EUW1_7650722167,1,126,3035,3142,3158,3042,1055,2022,3363,59,6692,6610,3047,3053,1028,2055,3364,3,1033,6657,3111,6653,4646,6660,3340,63,4645,3041,3020,6653,2503,1026,3363,267,3009,3107,3871,4005,6616,0,3364,31,3152,4633,3170,2502,1057,3066,3340,64,3174,6610,6698,6692,1029,1029,3340,134,1056,3089,0,6655,4645,3175,3340,498,3508,6675,3006,1038,1037,1018,3340,497,3869,3107,3050,0,0,3171,3364
EUW1_7650683336,1,420,3053,6610,3173,6662,3067,0,3340,59,3071,6610,3047,3053,0,0,3340,893,1058,3020,0,4646,3145,6655,3340,67,3153,3124,3172,3091,1055,0,3363,267,4005,3870,3009,1082,6617,1028,3364,58,6692,1055,0,0,1001,0,3340,64,6692,6610,6698,3047,3067,1037,3340,69,1056,6657,4633,3116,1058,0,3340,110,3042,3142,3009,3134,1036,0,3363,98,3877,3190,3084,1001,1029,0,3364
EUW1_7650640375,1,901,6673,3508,3031,3170,3033,3026,3363,64,3173,6333,6698,6692,2019,6610,3340,112,6653,2503,3175,3089,1052,1082,3363,42,1055,3174,3042,3078,3031,3033,3363,60,3175,4646,4645,3877,1082,1029,3364,31,4633,3009,3075,6664,6665,3145,3340,131,2055,3152,3047,4633,6653,3147,3364,157,3031,3006,3153,6673,3033,2022,3340,202,3009,6676,3031,3094,3036,3026,3363,9,3157,3871,3118,3020,2055,3916,3330
EUW1_7650607019,1,150,3143,1057,3211,3053,3071,3047,3364,5,6333,6698,3053,6692,2022,3047,3364,245,1056,3100,4645,3020,1058,0,3340,96,1057,3153,3006,3124,3085,1011,3340,117,3870,3222,1082,3504,3158,3114,3364,84,1082,2420,0,4645,4646,3175,3340,121,6698,6696,3158,6695,1036,3134,3364,246,1055,3142,6695,3814,3013,6697,3364,523,3172,6676,1036,3031,3035,1018,3363,60,4646,3145,3877,1058,3176,0,3364
EUW1_7650573936,1,122,3161,3078,3742,1057,3174,3053,3340,121,3142,6698,3171,3814,6694,2055,3364,901,3171,3508,3161,3086,1038,0,3363,81,1055,3158,3078,3042,3161,0,3363,60,4645,1058,3877,4646,3176,1052,3364,157,1055,3006,3046,3031,6333,0,3364,254,3078,6692,3047,3044,0,0,3364,777,6672,6673,3031,3006,1055,1053,3340,21,1018,3072,0,6676,3009,1037,3340,17,3871,3089,3009,3115,0,1052,3364
EUW1_7650313446,0,41,1055,3078,3111,6676,3031,1018,3340,59,3071,1033,6610,3047,3110,0,3364,112,1056,6653,3020,6657,1058,0,3340,145,3115,6672,2003,3006,3124,0,3340,412,3190,3107,3869,3009,2031,3109,3364,887,3089,3115,4633,3174,1052,0,3340,120,3161,6692,3171,3044,3067,0,3364,157,3172,1055,3153,6673,1018,0,3340,236,1055,3508,3031,6675,3171,0,3363,60,4645,1052,3877,3176,0,4646,3364
EUW1_7650148496,1,86,3742,6631,3006,3046,3033,1038,3340,141,6694,3047,6692,6697,6701,3142,3364,950,1055,6699,6697,3158,3134,2021,3363,51,3094,6676,3006,3031,1036,1036,3340,99,3871,6655,1058,3020,3145,4646,3364,904,6631,1036,1037,3133,3153,3047,3340,104,3170,3142,6676,3031,6673,0,3364,711,1058,3175,6655,4645,1058,0,3340,21,1038,6676,3170,3142,6694,3031,3363,53,3869,3190,2055,3170,1033,3110,3364
EUW1_7650069332,0,86,1054,6631,3174,3071,3161,1036,3340,517,4633,3152,3157,3089,4630,3171,3364,777,1055,3046,3031,6333,3172,6670,3363,18,6675,3172,6676,3031,3033,3032,3363,111,3876,3190,3109,3174,3075,3067,3364,266,3053,6610,3161,3065,3047,2019,3363,245,4645,3152,3157,3089,3020,3100,3364,58,3026,3143,3047,6610,3053,6692,3340,21,1055,1038,3033,3814,6696,3009,3340,555,3009,3869,3179,3814,6699,6701,3364
EUW1_7650003003,0,223,3084,3111,3083,3211,0,0,3340,234,6676,3078,3036,3111,1036,1033,3364,134,1082,4645,3089,3020,6655,0,3363,67,3153,3091,1055,3006,3124,1043,3340,60,4646,1058,3877,3145,3013,0,3364,904,3174,6631,3078,6610,1055,0,3364,154,3065,3068,3171,3075,2502,0,3364,105,1082,3157,3158,3100,4646,0,3340,21,1055,6676,3072,3170,3031,3035,3363,25,3157,3871,0,6653,3175,0,3364
EUW1_7649935136,0,23,6698,3006,6676,0,0,0,3340,36,3084,3748,3009,0,0,0,3340,84,1082,4646,3020,3157,4645,0,3340,67,3124,3006,3153,1043,1057,0,3340,99,3020,3871,3118,3113,0,0,3364,266,6610,2031,3161,1037,1055,3047,3340,904,6610,3078,3047,1036,1037,0,3364,800,2503,3020,6653,1058,0,1082,3340,22,6672,3006,3153,1083,0,1055,3363,60,3176,2055,3877,4645,4646,1052,3364
